bmrb_id,candidate_id,mapped_target_rows,pdb_id,retained_unmapped_target_rows,source_feature_sha256,source_feature_size_bytes,strict_target_rows,structure_nan_values,validation_status
10041,4281ffd964fbdfa5d047864446afd9c0be745e85ea7f875f99c3b91a181a245e,106,1WGS,0,8146a37a70c5b064deb7963cd05b073c0dada408902542917c3f54a1cfe90a42,11776,106,0,passed
10042,19a79491a4994e77957c11fa6068b8a606ea9995e95f475c70cc62442b8ccd45,106,1WGV,0,dfb9de18de6429d37d2194cfa30cd3b0eca32fea9e15bf01ed3efb3398608a1f,11716,106,0,passed
10043,977faaecfa3115b3b82222b46ba1f2253d8bc15626d0d11dfe958f111b2665d8,95,1WGW,0,bf1507731be2aa3d91cecad8b368edc28aea36b056c88c8d691727b3d4b923bc,10502,95,0,passed
10044,19ee4a0fa51639b4df9b783b8ff14b38f4ba061de203ae612f7e470690917d12,68,1WH5,0,799bb1e6b666d33b2abd1e465bb2d0d6695f1c5051c77684ab6c5d576462d6f4,7682,68,0,passed
10045,aa06d9ca18c1d1f2eabaddc4ec3431a3d09195b9e8012e10e8594cc6e77dde31,72,1WH7,0,dd10490717b7cd42922d404b88403837b4f72e02182c312501d83e17b0dd03bb,8074,72,0,passed
10046,e467a1ae27953d73e6cc74a00adf0681e7e683c79799454d371c660a548ab6ac,96,1WI0,0,7e7c5d3f9b96e1b9247a3c136549f13e87f883ea660f78cd528ab0601ef8a0f3,10883,96,0,passed
10047,e421fb422ba1d234d4f4cfb6b7a3de7a77b9733b81efd5836b97b2339cc2b040,62,2ECC,0,3b4178c9b8e5c17ce05f5bb0f24619a93b64ab38684863860e57ce174f1725db,7247,62,0,passed
10048,80fa36a3f2f48beb2619f5ade3cb5d7086454eafad025f324c66399f1566cee7,51,1WJI,0,3c227d804c8ea5a9be56780d5b69e7b2df127da5f1981cda0f8cdb6e7af5ebf4,6161,51,0,passed
10049,2b50441e7f6a86e3839b96e4ae452a5047f2375e5d2e6c14d10d1ca1ec4f4d71,93,1WJT,0,f1f636124b6c037051c5ba347360e8eb8d3cad09e72753640708de2d1b13b76e,10389,93,0,passed
10050,639e076e352a09f1aa9b45ea251a059e5a9ed4bc99d26eb10691989bb68a4c3e,81,1WJU,0,2144b40b47f666c6b9c2e8b5c7f21577b0ea817b30215ef23171327282fc16cd,8997,81,0,passed
10054,a1efce8cc148e27eba931fd7029c748b3c260bb937722fadb50073fd504ec95b,84,1WFQ,0,eee5c5fd69f8b4c35f03f1a0e473417daae604cf0e3afb6953bb8ff580b5b9f0,9493,84,0,passed
10055,de98244ce8ac9e2ab88211659ddc8097616e79386ea7d88ce101003233cf5d55,141,1WFS,0,30caabfb64b4b3d2ce58e4b662f463c8bc67b5b177d79426a6e91d5e183abcbf,15309,141,0,passed
10056,75a41cfe02c46ff63b1cc44c158e5610d5464e49cf1adacf2e0a17e44b08394e,80,1WFY,0,4a81422f8061c1f2ce068c050bee2e3743a35244f24f2797fcb535db87a1f058,9099,80,0,passed
10057,65410168c7b3638b86d4f3339ccae27a5d0d45a4af84d2c6f0ca1dafb401ef49,116,1WFZ,0,51ef749e3d13c02afae1e7f46ec5b35c9c39b55255ebca8ee3988de081a27732,12645,116,0,passed
10058,ab225f916ba7f1292812366a26d2d62423b3964b821f4e5ac812d12cb2372277,92,1WIK,0,28502f1890ab38a01c5da3958aa0dd9389d852313f74adca8b3a08c6ba7c2116,10373,92,0,passed
10059,8e066b486b3f7e5149650cbd8dec89cabf07fa32718bed854e3819c78b39c7ad,132,1WIN,0,bccd17e5bf86dd5553c1962df12b936a553a5664b19b793dcc84bb3227f580bc,14373,132,0,passed
10060,a223aedf50e0358a45952f94bf7b2764c4ef4cdab6949263f0d187f14cf2a117,86,1WJK,0,e1de2a91c9cbbdd5120c7fc27d25c4fe68f73bfdc69e16f1944135daeecc6745,9477,86,0,passed
10061,aba50c07344e4ae3a5beaa04dc116f35031ff75ca344f1ca085fde132492e8fb,83,1WJL,0,e3bf10523933139caf2c9df8a0e446530eda44f873aa27998048f9f708c8366a,9321,83,0,passed
10063,92a63d9d493d43bf18cd281f518be2ab46ffaa76eef88953489ec0d706d58047,64,1UE9,0,56860a6a0fb900ec4651045cea15862b4d7cee53edb504b0660f5bd1f01ba1a5,7326,64,0,passed
10064,352cc5d55d1259bf5467d04788c092ca9e609336af5e1f2b6753a16ddc146741,99,1UEW,0,4c27f82ec370db573edb49ff774f2092c3507c6ba211613f9f4c6d58e91929bc,11054,99,0,passed
10065,8916b31523aed02fd9ebfb456c5628dde8c020f9d2361d90b6c48417e6757a78,87,1UFN,0,f7976ce637b6d14a6416f1fbac8fb86eb07ac7805333cbde76ac92a990aa9257,9792,87,0,passed
10066,cb3dab895601e602d24260b9b18abaddb6e41cf647675d74290f815eac73d4fe,80,1UFX,0,8ede33d53bb7459f79f713f7d29cc3fa28d796160eb77ac2c5dd594dd944862b,9176,80,0,passed
10067,432592f1a3ddd9e7f450e908caec445467f44788dfb62eeedf80f9297863a096,102,1UHT,0,cd90d0537cea283b42c8ec68a5efb8d8d7043c5a54981269b124869ee7d5cfa4,11397,102,0,passed
10068,5daa95de2efcae2bbb334d2fb737369e0448d814048d4b468164528c2e1462f0,126,1UJO,0,1ad48621dbeaf12a9455ac473918be2c03c3f2f16db3a34d662b23730fc52158,13648,126,0,passed
10069,35140c37f6bf0ab6a54c78f23f35c91d6dbeeeb0ee1e519806cdead6f1383e55,83,1UJS,0,512a9c93128065df7a3598bdd04380aa66bcb9b03c95fe8fddc9b747856fc85b,9382,83,0,passed
10070,bfcd521bf345bed726b90cbea44d90775d35ffa196a71becacd065082f0c9d07,85,1WEZ,0,2fc6667cf2d95ba687ce577f4b684ce68b1bcfe54bf55191250295f5ce7ea938,9676,85,0,passed
10071,2d80b3c76150bc8694cda5ac2a420901fc2344b37187d73142d191725be955dc,99,1WF1,0,f13634c4ef141592ea2b3095bb85a3492df9d24b97c28da90c08e6156f4a0d40,10945,99,0,passed
10072,4733f942e17fbe9420634de53d24897e66cc4b4a13785e12b19830ecec430403,79,1WF2,0,3fdcf2cdba44bb8e88d3691094133ec0a2640591161e263b8b6a206469f3f638,9042,79,0,passed
10073,deab7172399af861cfaaf7f1cc2b0f93269b13a11a3b5c320e1fe21a97eec323,123,1WFJ,0,4c0efb4568ac3afa692b7a1c178344183454b2fbad746488ba09132ccee8b28e,13491,123,0,passed
10074,d73c339b3cbb0a9dfddbfd143648d0922a6dfe1db19a272a9c0b1396db5c2b3d,116,1WFM,0,a465138ad77e0ee85b8c63327837606160b1402a3656000e35587640cc92a554,12881,116,0,passed
10075,7198519a3ddf753c6ff4808bffac4758cf14ab2105e90add51fa091498ecf8e4,101,1WFN,0,567b75e531142618d68e83f5c22d377f8ca1b9f61502258add87bf49c4247cd9,11354,101,0,passed
10076,dc418e414bd6b0d1a72ebc21c1348b3f5d7af5cc953ec3029d8567f1ae023fc5,110,1WFO,0,18fcc0883f1baee50b3d0162ae3fde8b7efff8c67ddd6b5264f7403a774864df,12036,110,0,passed
10077,39cf1ed3487f8cce0bc312c283352ece4fb16a68820df15bc1a08c2d15f29052,87,1WI8,0,b6122db587689e32169c93c8514ac171c1678e74eba9204a44cadf66cbeefecf,9832,87,0,passed
10079,6b9cc95797af7fbdf26d4ad22b5903f92c73fd8a387674b7c47b8d8d46cd9176,91,1V9V,0,acd6edc1aaefebc7e5255e8551064bafb4cb8ef1de62cb352f0d8b93f50be536,10169,91,0,passed
10080,9fc2f57d004201187d2702834c0bba6436e5f971eb0ea2c389146e353ab5b7ee,122,1V9W,0,4702be9bd878923a4b198b3843f9e2bddf4bd75631e6bdccb3f2632623fcdfff,13252,122,0,passed
10081,771a18214c5e1ee56837000d8a01d01ae8ede8b5da255158c3cbfef387dfc5b9,93,1VAE,0,84168f132026ce9439f4cd60b6918f8f1d420c63b7bf3abd38a539955a3dd27f,10445,93,0,passed
10082,2e7a8fc6b99a086ef51952728411ba9c2cd842597269cafed687c94da902ca42,85,1WEY,0,c1eec1317681677c674b7df674de432ceb54d8dbfe96745399a5f3357eacbd77,9572,85,0,passed
10083,7d003c2eff4e822fb2013630023c3b910d96a5d8b06e1fc78e196d0a1d0261d4,121,1WFG,0,08ee98e8511597d726d20bc443b4825ccf5189a03ed108b405dfc62d2aee9c9e,13379,121,0,passed
10084,305ea28594cb1590c2b86b7a107df60f399e39fddb66b1e82c5996502c504953,123,1WFI,0,8581ac50f52ce9f5e9bcb8054257099930cf27b486912f9de3adc878e80c939b,13468,123,0,passed
10085,a12420f3e53c8928d76c6733210198130f3de3ece6ebc1204bf90c5266c40bc7,88,1WG5,0,c76864b4f115a461ab96d2b7b35dddc74a3777f9164d2a566789a479cb7c0f02,9936,88,0,passed
10086,25e574ed3edb0148e7f1d32721e45f5c38c4a46634402af1a6cd0303ed47586d,80,1WGY,0,be7e4253c765857c0832adc11f5e89e7fa953bd88e836c9764bc62801a5b801b,9067,80,0,passed
10087,0e55bc00ee7dfd2f22041790a5749657344ad11de9e08043075f4b5bf8074eb1,71,1WH3,0,4676052677114b1e7e6b2f4a9b0794b0ca24a107194994a05a635db64a9aa11e,8205,71,0,passed
10088,a32f6611d3be88ad6c281ac3c47c534c2a813493a6732ac7c4b29263c5392169,93,1WHA,0,b5c094558ab534336ab87d0650cc4436a0462ed9a86405c4470d24b6209aace4,10365,93,0,passed
10089,044ae0d0578e28d10079a32d38c88655bae853a8bcc34258790a38395da057f1,147,1WJ1,0,09e7bfbb937a98156915064ac5b46e5d62e65d42fdf5f416e5e0d83d9994c9b9,15924,147,0,passed
10090,90dbedc552d7d67bb3bc21dcfa145fc4877ce2491bbcfd2b6a14816fee57cce2,118,1WJJ,0,957dd09fd73101abd94ffb73bc1a2a9b5c743115819e8763dc89270f5aba23cc,12914,118,0,passed
10091,76b5d7a25b993e4155d646d559b6573b829e08333c49bbae836156464047f39e,85,1WJN,0,25757cdb6ecf307e4aff74bbf0d77126fd7651035452f6a661894f0f9c2b9e35,9625,85,0,passed
10092,8e96c89afb0186f7a10474686109524489b2d4a24adb1e63a06cd8e3c2bec062,102,1WH4,0,8a8c8d15c6a54f8421b3ca43098f93ac711601dc12858d4be4ac926633366b4d,11395,102,0,passed
10093,ad689b9ff4b63261f58d5370d20dddfb0265fe7cd8766b81a2e0519eb4c1c425,90,1WH6,0,ef50d33f8e4ea385db65eb4eaae2f29b1c5625b7d97cd09c3a40679e06dcbfdc,10075,90,0,passed
10094,cbff4b579a21c9b432d300299660001e4e3bec4b2dca7e307007790eebc6935d,90,1WH8,0,4d808a57d034cf0a51aecb2f2a21c7815e317bd24c72e08269c74176e498a064,10074,90,0,passed
10095,e029200a7c5ffe0d08ea9ecba7b09ee22abd0e65681e7a5013c930f173c05da7,75,1WH9,0,3c06693f1887010df0a7c54ce6bf38d842f86dc94f1423cfed8cb8a2cfd106c3,8525,75,0,passed
10097,fe74f1b4f49c2f97b304f782e51c87c986fba6a9120045a9926a8f9b3591afaa,94,1J0F,0,bbc45250d4609814eb22e5b1f34890d1cfba49113163839a079cd71d76a088c6,10247,94,0,passed
10098,412e134bf7f98cffdc1ecf06562580ce3a1b901ee6781884cef8af1a078eca0f,69,1R79,0,bff193c2566e5b2060a2197a4f17dbf389f2025b0efbd26297956c5732ccd30c,7992,69,0,passed
10099,6047c142272d328d3c3b7fba1d8d89b54589a4d696fd14d1c190e54b580bf987,102,1UEM,0,920c95f999d2c1e48d2b3ecc167f9d3eb2a96c647021bf5a44d03e1ccdfb11a0,11323,102,0,passed
10100,c732818ff7c8ed43a02555e1d62bcb06954f67919425bfd7fc8fd5b4120a5f18,85,1UEP,0,260332a672cef8e1b97c2d4ed38d954cc2a387bc5a4c36fcca757c91df4fb933,9661,85,0,passed
10101,dcef5d16585f671c5998f5654c98f7db3c93dda96f43968f6cddde5632b5547e,109,1UG7,0,859f9e74284fa321c45a53d759fb4dc0ec23f5e02ccbaccb6745f2bb8a630a3d,11793,109,0,passed
10102,71cc02ec36cc5c92083d3c50eaa1d23391af7c379eb439c76225f2f10ce295e1,104,1UJT,0,9e10b758a2809c096013dc181058b548945c5ba6e582b21c7db0725b209ea3a2,11342,104,0,passed
10103,94eef8255599d8d4113054ffa0eb649874bbc4e54d3274e63961b0297d499a24,98,1UJU,0,41168cb3d999fcdb72226d2873ea8f3fe4f9684a6731e3e0ec3c67fb598b8eb3,10923,98,0,passed
10104,ebcadf7d99acc63e537b98fbc5aff6174b49ad6ea65f4d594923ee2508cf65d4,106,1UJX,0,51c330211ddb77f001ac2631681b822b6350e36082557ed0bec80e2f5d899ad4,11803,106,0,passed
10105,cef980cf24f53da247875814e39689bd02e9d3ea43c27d9d93bd00d1ce851aed,71,1V31,0,50738097d18bf4b537aad37146030ce6eb554541d23c047bb71550ee742354ba,8284,71,0,passed
10106,398bf12ebda97ab2a647b18ad0a1f1310b001f7e5d5578a93b8e20ab75086172,92,1V32,0,ea67dad97072e0341cb42ea534424d76261f7bb9594a996e286ecd6d38a8a1ff,10267,92,0,passed
10107,e1930314eb151b0219f0dbabbe8f6004e7a2e2e293b9b8d71ef3a81fea243fd9,110,1V5K,0,6948450697bb62b55164ff2f28e215093918b4738ff26b734feef033b91e0de6,12039,110,0,passed
10108,93ebe5ea2fd5591183abcf30af6686462a65b3f90a10937d076ed2c2c9e3db70,75,1V5N,0,00d2281bcdd0f3410ef2109975ca9398d96e0843710b3799f27b678b2f471439,8601,75,0,passed
10109,89f96f49cecadfb9f37def2143a51a43ac85edda62d32c92161c793e8ee10f60,101,1V5Q,0,d995f0a89ecfb17b346704986f8ef6639f474fee386153f38f8714592ef6ae94,11229,101,0,passed
10110,08f2ebd8e96a3b93054c05482c299074b599411b82d74fd58774d78e4853eeba,73,1V5R,0,d4540ebc8d5d853dc158af82b8cb75524d237c8b5f23a67e85074edc12510457,8510,73,0,passed
10111,4eb265c43af1f0c0eb325c9795868f00845013266ccbd1e3f144f1aa3f02ba5e,91,1V63,0,1f98fff04860486bdab2d030fdc607fab07f58847cd00b5daae685c7148a4a2d,10118,91,0,passed
10112,e88561ae9251ee8982ed2415e3e7281a35bcd7ab01926ea7091a3bbc25c1907f,88,1V86,0,afa8c90a9e74020047630687afc24686771b0a8a8a8634c4a631d646ef150402,9789,88,0,passed
10113,8d06bf5c78bd27e45a680cc50dcd87116aca70e5dd5194b6dc1e703f1bd72bf7,112,1V5M,0,3272f2849970bf08504c0804d2f237aa30150f158e617039bc76a89c45c10124,12422,112,0,passed
10114,97b5959cb814446d69a82853e96e79f30e76548b00cde20e35095999fce696ec,108,1V5U,0,a82dc64a03b672de20e8882d2cf535c7a552bc0eef15e9d2d8f26cb2b69b4ab1,12022,108,0,passed
10115,71f78b2709648128899414b063f6842e53b1fc750096746405918c852b32432a,119,1V88,0,9efd02e8a55ad64fffd7dd0bc617580f10419eca6b69670b0d1df6023d172c9a,12888,119,0,passed
10118,5ef68c8bf62e4ef4543b810c2b135e24604e1a1a8518ee89930b7ee3aa7093f0,72,2EXD,0,b5709fa7a87c4e6e3306dba6df1423ca4093b8e86196cf249ea90cf0c63f2d83,8283,72,0,passed
10119,7b0f7a1d684b396dd9c1d11c7b5cb64a1bf223698b7f4cc9d6e8d2fccdb5ace1,76,1IUR,0,e8448265bf01a09096487a1cf8755a7caf51f79a84234377f72935d029df653e,8554,76,0,passed
10120,a2b55b5199bb1225b168a29d057480f7a21dea2b936246cf5daa2a30b997fb0e,133,1UFG,0,d660ce8951988d46911e694b2e4a3a32cabd020fe59b6e753e37e2503888b76d,14575,133,0,passed
10121,41043fb44e0a128a265f6cb2fb3c5064d425ce5f492f7e9749068c068d6658d1,101,1J26,0,c34473e22187f42ee0b2efbeee5809639dd62b51e5713642135610b91bd65a7e,11146,101,0,passed
10122,9f49ac81d46a3698cdce939fe75c484bfe458e1e5818e1c3b3c76fce1ccc6ac3,66,1J3T,0,e8fbdc40b64192be9bc819ac66b11209fcfef9292f2ad9bf4e49a07fa75b5b4e,7744,66,0,passed
10123,47f9af75f880620441d064a72b8e73046b281fcf28b9beaeb59c8fe1837f0930,84,1N27,0,80cf78147d154e24a9a4d01f92829844dffc5c53bdc794404e8fdc690f073b8d,9447,84,0,passed
10124,72847749db119641de7b657f4f84fc485117eca9b4be8e63936448372929ff61,82,1UJV,0,988adec2c0f5a0d0f23f24bdb2ebed0344b368a7bafda2a6ab04822833241b7b,9251,82,0,passed
10125,04d09cf6cc39dee84b861e8ff455a2eec431e228b2dd44c9d5a97ad7b359371a,111,1WHN,0,1f844be4e865658586b45dc104dcda5ce19c84dd7a2432096c52d2678930836b,12069,111,0,passed
10126,bf487b731798c16ed18664ae8b17214320af8e4a50e985c96dfb5108913f75c3,106,1WHR,0,39bd1efa18a026bbef3f414ccea691b96b51316282144faf46b7df2a521f9eab,11735,106,0,passed
10127,8b98cf1f74f4407cf3b5197c3ec877602bbff7353c750c2c5280e2021732a456,83,1WHU,0,6dac5236d22f47af1226ae7c22945cf67a35057cb6c561c7d81b63c2d8128f2f,9409,83,0,passed
10128,6cb8ac975ea51e645161fe54000b84d36d96a097d3915fb6b1f0a69872ffeadb,112,1VA9,0,5cbc4225d581fc66dedcd940533bf6d47bc495b8c8c498098499815ca47fa24a,12364,112,0,passed
10129,703edb4450bc585c89edee49d8cbb1bf49436931145f51f43f0ae29af1403bbd,103,1WF5,0,5d6a78c9f80e9b1a59e91571b59bac50c569cb0d4519627c0bfba51868bbf5f6,11539,103,0,passed
10130,c89d6c7b7465830e12372a75ea7fdc0be1586080a7818d666d42db1cb7be5df7,99,1WF9,0,762ebc49a5603ea01a19ba041e6935f6475fb9170255b0af88f35842c364b1d5,11071,99,0,passed
10131,6cba2b6229ed9865d7e9ac59cc7c12283a9ea4c69c20e8c507d3fbc69a2152d1,112,1V5P,0,898342e086921c9c2033a9aeebff2f2ade04b92b5432cd3dfd6cf1a7bcffd3c9,12419,112,0,passed
10132,d986796276a7f4c7e09fed425e5ece76a3a885f7afd17b80b596e65228efee7b,74,2PAC,0,ad0aed9ca2dcf3f0f97ee2e9195a8adf416ce0bc8832b8e0127201efeb2772aa,8588,74,0,passed
10133,66c4a48f88022b1e4025779d46a0359b9899937a8e39666d260ce690b869a363,75,2PAC,0,359990da414698769d7e33dcd9e36597345b832afbed3b110474a29f044eba18,8653,75,0,passed
10136,a72f76e5318ed910f928e15ec5b8260f6fab4d00facb26b2b476e8a49dfc42d5,82,1UFF,0,867ae6299686ab7a0dee66d44a8352c3624c035b9ec5169e2ebf370b99d48464,9313,82,0,passed
10137,f609671f3cd59fc06ce69992bc3ee889f976708f8c4f50cee0827630a21c3658,105,2E4J,2,670a7a9a06e0d5aa51e69a75715a781b79e6beb494a2ad33f34f585c3efeee5f,12240,107,0,passed
10138,21eae2e07bf900a7997671b89c8a6700571a680fc3dae12be8bef29337bdc6b8,79,2DOG,0,05c5edf3249f37e135dd83c1808a3505b97e451272272d8e5d44528eaf4e803d,8904,79,0,passed
10141,1ca63312a07f12f38ba427ba54406acd2a259df203f9a0c0bf79743f27d951c0,108,2E9G,0,c352236a7038c1c5fab61cf91b23340b1052255168620b9e468fb32ed2edd463,11967,108,0,passed
10142,7723230b2f3350631975554be5883ee3d983d2ca9a59bdaf2e0624419ff5410d,90,2E9I,0,96ee2f460f8b377d9442be665c4c40e1030748efd19a060b5f6696f456801e57,10139,90,0,passed
10143,784170e2edda1dd31a7c076c6d908a697c2671dc42f33f3b0e698ed0ebdaadf0,101,2E9J,0,0095f9add6b1a986cc8395f69c94476ff336845fa1f567f93e03a529ad48538f,11301,101,0,passed
10144,d7b2335fd059967df0eb97c13e82c1db0f4ede1b75f1078518bd9a34a3d63c0a,187,2EE4,0,759451b40b96947b76e70e81a057f1e87c7bde7a2c1d0a158935cdb542143428,20124,187,0,passed
10145,a02988a982b8639329b41cfd716913b1b5d4999ebf774181e5b7d6dffe1fbbf6,191,2EE5,0,434ee7bbddbf06b2dddc90d029fb4b7d96d3d418792e21ae97fc8bff7c147599,20466,191,0,passed
10146,d0c44064f057bf98eef11c4f2fb20df5507ce1649f579d450c041bac240eca91,86,2EE6,0,340073414ba26162da98523fb1fce5b2759d394d1d466492d99297dbedef04d4,9696,86,0,passed
10147,3936f1ce75b2e585530e53bad3fae5dc2a574761b82978d83b5879f43c7cb676,107,2EE7,0,574420f92143546862b55e9f54cdb96f4f5fea35b79e272b025998dedea60fe3,11838,107,0,passed
10148,905136393f72f7dcd0f4dd0288be5c42c22313970c719a06f99c3a854ccf77b3,84,2EE8,0,86bd99563d3bc25cdc6d236cdc86ac79472c3a940229901fa9083c7cad6873e6,9467,84,0,passed
10149,e2fa83571b05535d480a31fdf7d34ee17f412bf705b637456cc1f3e519dbc749,106,2E9K,0,5d70e612d94a7db8fa89967be970af93c69f8a9cc296b5d03e6296284e5f1cca,11798,106,0,passed
10150,4a4c2d69a171c6065972a8ff6592a20539f9fe62fe2befaa8920246da49810ad,55,2ELK,0,ab083cfd81595bd834900db3fd252f672bf4cd55e9d6d7d7e3d6da5d3e8ea902,6532,55,0,passed
10159,3fc4cdba7621a4956fcf2b446a8a796fb359df9ba73e38e08266543ab8f11888,81,2EE9,0,b4864e706fd0ae9272401be304bfc7dbb5cfb30d0cae08a6bb32556ead1afffe,9162,81,0,passed
10160,5a24f13289e270d1ad9057ba8187cae6e1e56b411c579f9fcdde97ce98e100d9,99,2EEA,0,abf45b48f8e2a7cdceb8f7dfa7a77873f02900ad7fe9c8473beb53be63135595,10880,99,0,passed
10161,ae53b7d43f1c824f0c7250d859274e796ea8cbffebdbfa60621ea27864b57ac7,92,2EEB,0,1c0bc116768881940b4d024da643eaf8533290b4b7974147d75c74fadbb3d61c,10335,92,0,passed
10162,df24a37e29be05b3dc866c088873dc0c69ddc0249bbccbdc13b2f0f8d56ee5c2,91,2EEC,0,62a9725cd1ed0419f063e21838e21f733f1e99ee1c1cedf978e1cf918b6968fd,10028,91,0,passed
10163,164b80e0a2b98d37439c888ee0f136c95b4f995d282f3cdaa7d39990762420d5,89,2EED,0,ef3981049c50c794c808eda71d9f327303b07a54e38bb5c4db1d15f47301f285,10057,89,0,passed
10164,64bda873a8e29a1f8ecc5dc7ffc9bd50eb26ec560584bcd2ac6274473d323a2d,133,2EEE,0,2e6ca471f6d693bfacddfc10227ba95f2df8c17bd83854d778d107588c41c4b4,14661,133,0,passed
