bmrb_id,bmrb_entity_id,shift_list_id,pdb_id,pdb_entity_id,auth_chain_id,candidate_id,label_chain_id,validation_source,inspected_model,coordinate_residue_count,minimum_identity,minimum_bmrb_sequence_coverage,strict_paired_targets,unambiguously_mapped_targets,mapped_target_coverage,mapped_targets_with_complete_backbone,mapped_target_missing_backbone_atoms,coordinate_thresholds_pass,passes,entry_maximum_mapped_targets,n_stage1_contenders,stage1_status,selection_status,usable_coordinate_residue_count,bmrb_sequence_length,missing_required_backbone_atom_count,identity_consistent_consensus_residue_count
15442,1,1,2JUG,1,B,3ae4224340e8d4016ca782fc7f8df79481c7cb3b2cf1dd89bda46d6a168ef258,B,STEP 65D-3,1,78,1.0,1.0,68,68,1.0,68,0,True,True,68,2,secondary_metrics_required,unresolved_exact_tie,78.0,78.0,0.0,78.0
15456,1,1,2JUW,1,A,5a34417a22f21c4f30635ea568b0ae3a6f5e30618c5a8644e5ab060cc9b81770,A,STEP 65D-3,1,80,1.0,1.0,74,74,1.0,74,0,True,True,74,2,secondary_metrics_required,unresolved_exact_tie,80.0,80.0,0.0,80.0
15456,1,1,2JUW,1,B,24d1cab45c77c45b9cd6029f27d622b2d1fa367a531ef313c5d025c05f66c767,B,STEP 65D-3,1,80,1.0,1.0,74,74,1.0,74,0,True,True,74,2,secondary_metrics_required,unresolved_exact_tie,80.0,80.0,0.0,80.0
15511,1,1,2JW8,1,A,221d7e8c23c02d06e5933e4dc5d6eb22eb33b8a53ef88ac7d0681132e9c2c2bb,A,STEP 65D-3,1,118,1.0,0.921875,110,110,1.0,110,0,True,True,110,2,secondary_metrics_required,unresolved_exact_tie,118.0,128.0,0.0,118.0
15511,1,1,2JW8,1,B,c558d6aee1fe02f6fff0eff489479f07d196b5e42a5e47074e17fd54a5cfbe3e,B,STEP 65D-3,1,118,1.0,0.921875,110,110,1.0,110,0,True,True,110,2,secondary_metrics_required,unresolved_exact_tie,118.0,128.0,0.0,118.0
15528,1,1,2JWN,1,A,1527ebf8e9ab0907b5317f0ff8ff988010d8c6af44ebe103257fd1f6f287340c,A,STEP 65D-3,1,124,1.0,1.0,116,116,1.0,116,0,True,True,116,2,secondary_metrics_required,unresolved_exact_tie,124.0,124.0,0.0,124.0
15528,1,1,2JWN,1,B,5a2aa74f6061059873fd2a687c9ebfea1a05ee52ed219fb2ecb6568ffa57c5e0,B,STEP 65D-3,1,124,1.0,1.0,116,116,1.0,116,0,True,True,116,2,secondary_metrics_required,unresolved_exact_tie,124.0,124.0,0.0,124.0
15553,1,1,2JX9,1,A,a9ec79f8e1ed4af9e146768c0796686c541081baf283c25c65636796a8f2ad37,A,STEP 65D-3,1,106,1.0,1.0,95,95,1.0,95,0,True,True,95,2,secondary_metrics_required,unresolved_exact_tie,106.0,106.0,0.0,106.0
15553,1,1,2JXA,1,A,7dc69d49ffd8d1df2e29e68ca1c78d1595ac9d321c8a8084bda953a11fb8285a,A,STEP 65D-3,1,106,1.0,1.0,95,95,1.0,95,0,True,True,95,2,secondary_metrics_required,unresolved_exact_tie,106.0,106.0,0.0,106.0
15591,1,1,2JY7,1,A,e11d7458146e2426ac6bfe76fa62d8b7b334d2f3f982c6b29df2a370c96b948f,A,STEP 65D-3,1,52,1.0,1.0,47,47,1.0,47,0,True,True,47,2,secondary_metrics_required,unresolved_exact_tie,52.0,52.0,0.0,52.0
15591,1,1,2K0B,1,X,6489ac9e74debf524b39a825291f0dd9eda14929705624768f5955903c88aede,A,STEP 65D-3,1,52,1.0,1.0,47,47,1.0,47,0,True,True,47,2,secondary_metrics_required,unresolved_exact_tie,52.0,52.0,0.0,52.0
15633,1,1,2K01,1,A,56eaa5ddb0295e17bdd9ac932a518edb08413cecf93b0c7c813ec4b5597eae09,A,STEP 65D-3,1,68,1.0,0.9714285714285714,52,52,1.0,52,0,True,True,52,2,secondary_metrics_required,unresolved_exact_tie,68.0,70.0,0.0,68.0
15633,1,1,2K01,1,C,d172c1735342b620f8c5d3d347ddf8d0ffa3605ff64bee6bcc7a4ea7c2a52224,B,STEP 65D-3,1,68,1.0,0.9714285714285714,52,52,1.0,52,0,True,True,52,2,secondary_metrics_required,unresolved_exact_tie,68.0,70.0,0.0,68.0
15635,1,1,2K03,1,A,8199149e15bdb59cff701ed981476e440692de86e93b76395d0a77a67cb5a75b,A,STEP 65D-3,1,68,1.0,0.9714285714285714,61,61,1.0,61,0,True,True,61,2,secondary_metrics_required,unresolved_exact_tie,68.0,70.0,0.0,68.0
15635,1,1,2K03,1,C,573ddf87fb8a7ca720f82117819dac6d800eed1eb0ae7865389410e55f85dbe6,C,STEP 65D-3,1,68,1.0,0.9714285714285714,61,61,1.0,61,0,True,True,61,2,secondary_metrics_required,unresolved_exact_tie,68.0,70.0,0.0,68.0
15636,1,1,2K04,1,A,d48470f9ddaa55b66823904ff3be42b9a556c4e4edacb728fe38037483584389,A,STEP 65D-3,1,68,1.0,0.9714285714285714,61,61,1.0,61,0,True,True,61,2,secondary_metrics_required,unresolved_exact_tie,68.0,70.0,0.0,68.0
15636,1,1,2K04,1,C,fae8ec4192df38445b852065346bffb31a18c59b5e796b2e02bba0d17140aa7c,C,STEP 65D-3,1,68,1.0,0.9714285714285714,61,61,1.0,61,0,True,True,61,2,secondary_metrics_required,unresolved_exact_tie,68.0,70.0,0.0,68.0
15637,1,1,2K05,1,A,aa3d3ddbe9fa4fb3912473e331a96a5bd0668f0ec69d773e08553397786f39e3,A,STEP 65D-3,1,68,1.0,0.9714285714285714,60,60,1.0,60,0,True,True,60,2,secondary_metrics_required,unresolved_exact_tie,68.0,70.0,0.0,68.0
15637,1,1,2K05,1,C,1a4ed6ef970fe2afab5b64376efce1f48f94aff2e70eef296bac30fcc036e29f,C,STEP 65D-3,1,68,1.0,0.9714285714285714,60,60,1.0,60,0,True,True,60,2,secondary_metrics_required,unresolved_exact_tie,68.0,70.0,0.0,68.0
15677,1,1,2K1E,1,A,7159377198bcbc8aa1d12ae7b9d25e8d1cbe66a3df6d5f1147bd6da9874719b1,A,STEP 65D-3,1,103,1.0,1.0,100,100,1.0,100,0,True,True,100,8,secondary_metrics_required,unresolved_exact_tie,103.0,103.0,0.0,103.0
15677,1,1,2K1E,1,B,7f3716fab2b822e476a96a41415a72a1c4233a13ff915573c5ca79f45d01c3c3,B,STEP 65D-3,1,103,1.0,1.0,100,100,1.0,100,0,True,True,100,8,secondary_metrics_required,unresolved_exact_tie,103.0,103.0,0.0,103.0
15677,1,1,2K1E,1,C,bed9545167baa00f4042ced4f006dc9dc1245cf4028b7998b135fb2ac92e1bb9,C,STEP 65D-3,1,103,1.0,1.0,100,100,1.0,100,0,True,True,100,8,secondary_metrics_required,unresolved_exact_tie,103.0,103.0,0.0,103.0
15677,1,1,2K1E,1,D,66077210282aa9b206ef9a32be6ffad6690606ba4da745e77d2fd9354ae5d88d,D,STEP 65D-3,1,103,1.0,1.0,100,100,1.0,100,0,True,True,100,8,secondary_metrics_required,unresolved_exact_tie,103.0,103.0,0.0,103.0
15677,1,1,2KB1,1,A,ae173dc171cb740822acfbf1b8ea2c803a275f92c25f870d9facdd918724d7ce,A,STEP 65D-3,1,103,1.0,1.0,100,100,1.0,100,0,True,True,100,8,secondary_metrics_required,unresolved_exact_tie,103.0,103.0,0.0,103.0
15677,1,1,2KB1,1,B,853d4c25fe554e8aea8bb3ba81dd74b35104166462fed3e2db9e24beb1d1b717,B,STEP 65D-3,1,103,1.0,1.0,100,100,1.0,100,0,True,True,100,8,secondary_metrics_required,unresolved_exact_tie,103.0,103.0,0.0,103.0
15677,1,1,2KB1,1,C,1b1edd8c2c213664702af94127bd5a01d12c5fa7ba1e395ba8b3e0ac84e486dc,C,STEP 65D-3,1,103,1.0,1.0,100,100,1.0,100,0,True,True,100,8,secondary_metrics_required,unresolved_exact_tie,103.0,103.0,0.0,103.0
15677,1,1,2KB1,1,D,37fe313205e68f977c0e8ed461c8b71a81db7071458ffdf74f5bc788a4fc7825,D,STEP 65D-3,1,103,1.0,1.0,100,100,1.0,100,0,True,True,100,8,secondary_metrics_required,unresolved_exact_tie,103.0,103.0,0.0,103.0
15691,1,1,2K29,1,A,f272b39f2b9c17966478561775bc8a981da6e3b9558036bfd2cbe24d69bcc01a,A,STEP 65D-3,1,50,1.0,0.9433962264150944,49,48,0.9795918367346939,48,0,True,True,48,2,secondary_metrics_required,unresolved_exact_tie,50.0,53.0,0.0,50.0
15691,1,1,2K29,1,B,aeae22acb41b1e9c94845e6570f00f9ffa9f356637db99ed360c2f77b26e837a,B,STEP 65D-3,1,50,1.0,0.9433962264150944,49,48,0.9795918367346939,48,0,True,True,48,2,secondary_metrics_required,unresolved_exact_tie,50.0,53.0,0.0,50.0
15912,1,2,2K79,1,A,0d3c38c0bcc0e797a4cd74f4ad8b956328e044a4f35d63042e8cfd9ba477db38,A,STEP 65D-3,1,63,1.0,0.984375,59,58,0.9830508474576272,58,0,True,True,58,2,secondary_metrics_required,unresolved_exact_tie,63.0,64.0,0.0,63.0
15912,1,4,2K79,1,A,c200dcdf54dea0cd642d39bbbdf383deb7e2c06ddbafc04cf5d838f9569ea863,A,STEP 65D-3,1,63,1.0,0.984375,59,58,0.9830508474576272,58,0,True,True,58,2,secondary_metrics_required,unresolved_exact_tie,63.0,64.0,0.0,63.0
15916,1,1,2K7I,1,A,84f2e6f7ea29ce5f4597857808acdbe1669ec02a52646bc7d474622e21a24c67,A,STEP 65D-3,1,62,1.0,0.7469879518072289,56,56,1.0,56,0,True,True,56,2,secondary_metrics_required,unresolved_exact_tie,62.0,83.0,0.0,62.0
15916,1,1,2K7I,1,B,e868ce0ade24d844493ba58d91ecddfb6addbd7716492817b2555ae204865896,B,STEP 65D-3,1,62,1.0,0.7469879518072289,56,56,1.0,56,0,True,True,56,2,secondary_metrics_required,unresolved_exact_tie,62.0,83.0,0.0,62.0
15931,1,1,2K7V,1,A,196874736d8df0e80ab679a6ac7c28e9d2799ce8f973706758c9cda17650aa6e,A,STEP 65D-3,1,85,1.0,1.0,70,70,1.0,70,0,True,True,70,2,secondary_metrics_required,unresolved_exact_tie,85.0,85.0,0.0,85.0
15931,1,1,2K7V,1,B,68a538d56b676d115dbecad34e5cb5c67607671690c6f4ac33390c5cef038366,B,STEP 65D-3,1,85,1.0,1.0,70,70,1.0,70,0,True,True,70,2,secondary_metrics_required,unresolved_exact_tie,85.0,85.0,0.0,85.0
15999,1,1,2K9Q,1,A,ea269cc1b7e35006af3a5e4c053d734effe9e08dbdcb695e3dc853c7b8dd801b,A,STEP 65D-3,1,77,1.0,1.0,71,71,1.0,71,0,True,True,71,2,secondary_metrics_required,unresolved_exact_tie,77.0,77.0,0.0,77.0
15999,1,1,2K9Q,1,B,9ba988da019bc21f4fc3d71f670190ff18f8c06e9c7149d04d1d8ff8099ee35d,B,STEP 65D-3,1,77,1.0,1.0,71,71,1.0,71,0,True,True,71,2,secondary_metrics_required,unresolved_exact_tie,77.0,77.0,0.0,77.0
16033,1,1,2KAX,1,A,f1f8df187606c36695e3d2c08cfe15b003e512c913d428a136a2c9920e5edd34,A,STEP 65D-3,1,92,1.0,1.0,89,89,1.0,89,0,True,True,89,2,secondary_metrics_required,unresolved_exact_tie,92.0,92.0,0.0,92.0
16033,1,1,2KAX,1,B,0dea5c737799af0c51c5ce3ab5eb89accddad2ccc6dfef9978714e0e4164d1b7,B,STEP 65D-3,1,92,1.0,1.0,89,89,1.0,89,0,True,True,89,2,secondary_metrics_required,unresolved_exact_tie,92.0,92.0,0.0,92.0
16034,1,1,2KAY,1,A,a1781dcd3f5fa64e8e383047c020ad69777c13ff010c5b0c758e207bf7cf9ae5,A,STEP 65D-3,1,92,1.0,1.0,89,89,1.0,89,0,True,True,89,2,secondary_metrics_required,unresolved_exact_tie,92.0,92.0,0.0,92.0
16034,1,1,2KAY,1,B,0d81de03c04f23b884416b7b2b7709f74521bcf2e2459e656814265d2d8d135e,B,STEP 65D-3,1,92,1.0,1.0,89,89,1.0,89,0,True,True,89,2,secondary_metrics_required,unresolved_exact_tie,92.0,92.0,0.0,92.0
16050,1,1,2KBM,2,A,f9af0771b6820a53d8fd6edbcb9a4bfb9fb6b2687e1238fdb041f7ecbacbb4d7,C,STEP 65D-3,1,93,1.0,1.0,93,93,1.0,93,0,True,True,93,2,secondary_metrics_required,unresolved_exact_tie,93.0,93.0,0.0,93.0
16050,1,1,2KBM,2,B,b76a6b7eb20956ddf9f059f8502cd6b3492791d876402e4c7650974b6d748610,D,STEP 65D-3,1,93,1.0,1.0,93,93,1.0,93,0,True,True,93,2,secondary_metrics_required,unresolved_exact_tie,93.0,93.0,0.0,93.0
16051,1,1,2KBN,1,A,feb9446da3854919bb2855cba899aa4f194b9714e1a784a6c2905402e2826def,A,STEP 65D-3,1,109,1.0,1.0,100,100,1.0,100,0,True,True,100,2,secondary_metrics_required,unresolved_exact_tie,109.0,109.0,0.0,109.0
16051,1,1,2KEN,1,A,c2c11ed4cc2d099b90d6f4dd65bba3ffbb8db2884b1fc44b6cb4b940c6da0d5f,A,STEP 65D-3,1,109,1.0,1.0,100,100,1.0,100,0,True,True,100,2,secondary_metrics_required,unresolved_exact_tie,109.0,109.0,0.0,109.0
16110,1,1,2KDD,1,A,4eb64ba92686077d79e4942df5debe2b76a4ee1051287e8ffa048db6d1fe6e37,A,STEP 65D-3,1,57,1.0,0.75,63,51,0.8095238095238095,51,0,True,True,51,2,secondary_metrics_required,unresolved_exact_tie,57.0,76.0,0.0,57.0
16110,1,1,2KDD,1,B,79ddd4a41de2868016f10a7751fd9238007f694ac510be1469b7b8a973e915d6,B,STEP 65D-3,1,57,1.0,0.75,63,51,0.8095238095238095,51,0,True,True,51,2,secondary_metrics_required,unresolved_exact_tie,57.0,76.0,0.0,57.0
16135,1,1,2KMT,1,A,4f5df80a4d5bb149941b155d90059a7009c319fdc83c27ab383981c8c085af16,A,STEP 65D-3,1,105,1.0,1.0,94,94,1.0,94,0,True,True,94,2,secondary_metrics_required,unresolved_exact_tie,105.0,105.0,0.0,105.0
16135,1,1,2KMT,1,B,9290398c5a29fc6e001c42e716898371181c2024c7725aff96e4a87473ade0f3,B,STEP 65D-3,1,105,1.0,1.0,94,94,1.0,94,0,True,True,94,2,secondary_metrics_required,unresolved_exact_tie,105.0,105.0,0.0,105.0
16153,1,1,2KEL,1,A,9d034ccba65796d727b8a2a6c8f51a9350dd79480c429fb5355fbe790af3d9df,A,STEP 65D-3,1,46,1.0,0.8214285714285714,54,46,0.8518518518518519,46,0,True,True,46,2,secondary_metrics_required,unresolved_exact_tie,46.0,56.0,0.0,46.0
16153,1,1,2KEL,1,B,753453d33420cf1c7a0b980bd7c3cbd23b5da5ca773a6522ee9da4d06c0a2b12,B,STEP 65D-3,1,46,1.0,0.8214285714285714,54,46,0.8518518518518519,46,0,True,True,46,2,secondary_metrics_required,unresolved_exact_tie,46.0,56.0,0.0,46.0
16249,1,1,2KHM,1,A,bf6bbeb577484d983f4140aa4528f3b2b64878be557e2679a1e881fd803c6865,A,STEP 65D-3,1,140,1.0,1.0,133,133,1.0,133,0,True,True,133,2,secondary_metrics_required,unresolved_exact_tie,140.0,140.0,0.0,140.0
16249,1,1,2KHM,1,B,fdb76822ec50fdec2ccf628e7285a33a2ae50e048a6d22613981631a58ec4eb2,B,STEP 65D-3,1,140,1.0,1.0,133,133,1.0,133,0,True,True,133,2,secondary_metrics_required,unresolved_exact_tie,140.0,140.0,0.0,140.0
16258,1,1,2KHZ,1,A,2ab6c6abf8ee0dbcc7833785ba2315eb19ae28b8dd65da601833db4f09f181c3,A,STEP 65D-3,1,163,1.0,0.9878787878787879,144,144,1.0,144,0,True,True,144,2,secondary_metrics_required,unresolved_exact_tie,163.0,165.0,0.0,163.0
16258,1,1,2KHZ,1,B,0619e708e1f4a562e009963a1702de9e841dfaa069b7a882d5ac5aaa0ae1fea2,B,STEP 65D-3,1,163,1.0,0.9878787878787879,144,144,1.0,144,0,True,True,144,2,secondary_metrics_required,unresolved_exact_tie,163.0,165.0,0.0,163.0
16347,1,1,2KJZ,1,A,5ef8cac532cfca72679a6c3852cb72f8bdc60bbd7b29e5150fe073f20952d9d1,A,STEP 65D-3,1,122,1.0,0.8472222222222222,110,110,1.0,110,0,True,True,110,2,secondary_metrics_required,unresolved_exact_tie,122.0,144.0,0.0,122.0
16347,1,1,2KJZ,1,B,0126914cf2349348e528e2fc6ed5120a9bfc4d8347e578cdcbc24aed0ddac720,B,STEP 65D-3,1,122,1.0,0.8472222222222222,110,110,1.0,110,0,True,True,110,2,secondary_metrics_required,unresolved_exact_tie,122.0,144.0,0.0,122.0
16368,1,1,2KKO,1,A,c86db093de7654e39a30a761010f55a191c4261f6e291ce3b63b1e344db619bf,A,STEP 65D-3,1,108,1.0,0.9908256880733946,103,103,1.0,103,0,True,True,103,2,secondary_metrics_required,unresolved_exact_tie,108.0,109.0,0.0,108.0
16368,1,1,2KKO,1,B,87a6d88d1708105de408ea122255f7b66d9e23352b07928918a15391f9dc19ed,B,STEP 65D-3,1,108,1.0,0.9908256880733946,103,103,1.0,103,0,True,True,103,2,secondary_metrics_required,unresolved_exact_tie,108.0,109.0,0.0,108.0
16486,1,1,2KO1,1,A,0f0311838324a7715ae5158b3039d66d4a394578803fe52e684266b67c0267ca,A,STEP 65D-3,1,88,1.0,1.0,81,81,1.0,81,0,True,True,81,2,secondary_metrics_required,unresolved_exact_tie,88.0,88.0,0.0,88.0
16486,1,1,2KO1,1,B,6723a71b7fc1adf6b4e548cecc35de596e008fb56118a1c83899d804e7100bfa,B,STEP 65D-3,1,88,1.0,1.0,81,81,1.0,81,0,True,True,81,2,secondary_metrics_required,unresolved_exact_tie,88.0,88.0,0.0,88.0
16492,1,1,9CCH,1,A,637ed45e95503ee400ea4326cc84833352bf3a66955d59dd6cf304e76e4d9fe6,A,STEP 65D-6,1,53,1.0,1.0,50,49,0.98,49,0,True,True,49,3,secondary_metrics_required,unresolved_exact_tie,52.0,53.0,0.0,52.0
16492,1,1,9CCH,1,B,62fc1d87e0001efcb118091d5acd24d97a449ed2b50fe3b6a6d0355ac524051a,B,STEP 65D-6,1,53,1.0,1.0,50,49,0.98,49,0,True,True,49,3,secondary_metrics_required,unresolved_exact_tie,52.0,53.0,0.0,52.0
16492,1,1,9CCH,1,C,25507e6cffa4dd6420e3dea8663054939ad8bbd3cb4554831cc65315fbe126e5,C,STEP 65D-6,1,53,1.0,1.0,50,49,0.98,49,0,True,True,49,3,secondary_metrics_required,unresolved_exact_tie,52.0,53.0,0.0,52.0
16606,1,1,2KQM,1,A,1a5b8bddf85eaf44bbc859991aa2671c158d2b93cf707bec8c19131f98586c82,A,STEP 65D-3,1,108,1.0,0.9818181818181818,101,101,1.0,101,0,True,True,101,2,secondary_metrics_required,unresolved_exact_tie,108.0,110.0,0.0,108.0
16606,1,1,2KQM,1,B,295ae1b7a776ac5815a2f88b0572a1442da0e662208271c49017c2ec72106fcc,B,STEP 65D-3,1,108,1.0,0.9818181818181818,101,101,1.0,101,0,True,True,101,2,secondary_metrics_required,unresolved_exact_tie,108.0,110.0,0.0,108.0
